,gaspricel1,difficulty,gaslimit,rate,confirmtime,transaction_count,size,reward,gasprice
2073,2,2.74E+15,55000,87.27,1,69,20965,3.02,1.2
2074,1.2,2.74E+15,74782,111.65,3,57,21821,3.07,2
2075,2,2.74E+15,72812,116.79,4,5,9036,3.03,7
2076,7,2.75E+15,1900000,126.14,27,141,29068,3.09,1.35
2077,1.35,2.74E+15,50000,116.28,53,64,21543,3.05,1.051
2078,1.051,2.74E+15,21000,114.29,57,25,16746,3.07,2
2079,2,2.74E+15,119977,125.02,5,49,13181,3.04,1.3
2080,1.3,2.74E+15,90000,117.13,23,79,17295,3.1,1.3
2081,1.3,2.75E+15,235507,109.62,2,23,7097,3.02,1.3
2082,1.3,2.75E+15,21000,116.24,11,44,15270,3.06,1.2
2083,1.2,2.75E+15,103156,116.33,2,1,1534,3.1,80
2084,80,2.75E+15,200000,115.5,14,17,15559,3.04,1.3
2085,1.3,2.75E+15,42000,119.05,14,62,21792,3.05,2
2086,2,2.75E+15,21000,136.05,2,37,14034,3.12,1
2087,1,2.75E+15,6000000,115.97,144,1,4364,3.01,1.6
2088,1.6,2.76E+15,3651000,116.81,7,11,12130,3.03,4
2089,4,2.76E+15,100000,115.69,1,46,12395,3.05,1.3
2090,1.3,2.76E+15,50000,95.24,8,31,6812,3.02,1.2
2091,1.2,2.76E+15,21000,116.27,2,50,15303,3.04,1.2
2092,1.2,2.76E+15,200000,113.3,18,95,24946,3.11,2
2093,2,2.76E+15,90000,117.13,35,37,13194,3.03,1.223
2094,1.223,2.76E+15,150000,115.1,8,11,2314,3.02,21
2095,21,2.76E+15,431878,121.56,21,110,23070,3.15,1.2
2096,1.2,2.76E+15,107000,115.67,11,43,12933,3.04,2
2097,2,2.76E+15,55000,115.53,13,25,13174,3.03,1.4
2098,1.4,2.77E+15,2416199,118.21,35,2,6388,3.02,1.4
2099,1.4,2.77E+15,60000,116.18,15,65,15917,3.05,1.3
2100,1.3,2.77E+15,100000,116.11,18,33,13922,3.03,1.3
2101,1.3,2.77E+15,263146,123.51,9,39,15869,3.04,1.4
2102,1.4,2.77E+15,21000,89.85,43179,81,31952,3.11,2.875
2103,2.875,2.77E+15,21000,102.04,17,70,22861,3.06,1.4
2104,1.4,2.77E+15,100000,136.05,25,79,16556,3.04,2
2105,2,2.77E+15,500000,113.79,16,87,23475,3.05,1.3
2106,1.3,2.77E+15,900000,112.83,8,83,30342,3.08,2
2107,2,2.76E+15,38872,120,5,124,28515,3.12,7
2108,7,2.76E+15,1600000,136.05,45,93,25334,3.04,2
2109,2,2.76E+15,100000,103.51,116,43,20821,3.03,1.2
2110,1.2,2.76E+15,200000,108.04,8,138,31802,3.08,1.4
2111,1.4,2.76E+15,55000,106.7,6,106,24345,3.04,1.2
2112,1.2,2.76E+15,70000,108.6,30,149,30976,3.1,2
2113,2,2.76E+15,58300,114.29,1,10,3063,3.02,18.743
2114,18.743,2.76E+15,56922,108.94,27,89,34336,3.08,3
2115,3,2.76E+15,50000,116.33,60,45,21278,3.02,1
2116,1,2.76E+15,400000,115.86,8,59,27473,3.07,1.4
2117,1.4,2.76E+15,21000,107.14,28,1,2849,3.01,40
2118,40,2.77E+15,38370,115.87,3,27,10246,3.02,1.2
2119,1.2,2.77E+15,1000000,108.92,14,62,18324,3.04,1.2
2120,1.2,2.77E+15,38744,120,6,34,25706,3.17,2
2121,2,2.76E+15,70000,113.74,23,118,26809,3.05,2
2122,2,2.76E+15,37383,107,13,105,22000,3.07,3
2123,3,2.76E+15,80000,104.47,2,67,21658,3.03,1.211
2124,1.211,2.76E+15,21000,95.24,7,67,16006,3.05,1.3
2125,1.3,2.76E+15,218037,153.3,2,14,9641,3.02,1.3
2126,1.3,2.77E+15,55000,115.76,2,63,17440,3.05,2
2127,2,2.77E+15,90000,126.96,2,117,28943,3.09,3
2128,3,2.76E+15,150000,115.87,65,136,36715,3.16,12
2129,12,2.76E+15,38808,120,25,125,36446,3.12,11
2130,11,2.76E+15,150000,121.72,90,102,25198,3.06,3
2131,3,2.75E+15,38808,120,7,180,37873,3.12,12.884
2132,12.884,2.76E+15,55000,87.27,26,104,26179,3.08,2.65
2133,2.65,2.76E+15,90000,116.36,61,74,23098,3.05,1.938
2134,1.938,2.76E+15,1600000,112.04,7,95,28892,3.04,1
2135,1,2.76E+15,70000,131.87,13,78,18820,3.05,2
2136,2,2.76E+15,1000000,118.51,140,24,10413,3.04,1.2
2137,1.2,2.76E+15,110000,119.1,23,38,7595,3.05,18.743
2138,18.743,2.76E+15,21000,119.05,17,67,18670,3.05,2
2139,2,2.76E+15,112000,113.29,33,106,26459,3.07,3
2140,3,2.76E+15,66000,146.13,37,38,15591,3.05,2
2141,2,2.75E+15,220940,115.42,52,55,25647,3.1,3
2142,3,2.75E+15,1156627,117.09,14,112,26780,3.08,2
2143,2,2.75E+15,1200000,118.53,80,22,10687,3.02,2
2144,2,2.75E+15,456369,123.04,99,18,11666,3.01,1.3
2145,1.3,2.75E+15,38370,86.88,6,47,19377,3.06,1.3
2146,1.3,2.75E+15,21000,105.82,6,39,10253,3.03,1.3
2147,1.3,2.75E+15,90000,95.24,10,64,25719,3.1,2.65
2148,2.65,2.75E+15,1130560,119.94,207,27,10711,3.02,1
2149,1,2.75E+15,70000,111.38,7,62,11687,3.05,10
2150,10,2.75E+15,50000,116.68,16,83,22372,3.04,1.3
2151,1.3,2.75E+15,2016500,122.45,12,83,21156,3.06,2
2152,2,2.75E+15,100000,116.25,3,71,15918,3.02,1.103
2153,1.103,2.75E+15,21000,126.98,6,64,11500,3.04,1
2154,1,2.75E+15,166666,114.29,2,51,22266,3.07,2
2155,2,2.75E+15,104482,122.36,2,16,8974,3.02,1.3
2156,1.3,2.76E+15,211129,115.03,3,16,3729,3.02,6
2157,6,2.75E+15,250000,131.7,34,20,18158,3.08,2
2158,2,2.75E+15,100000,116.23,79,19,16489,3.03,1.2
2159,1.2,2.76E+15,21000,115.76,251,5,20457,3.1,1
2160,1,2.75E+15,53850,113.68,1525,2,18042,3.04,1
2161,1,2.74E+15,231075,131,1651,3,26502,3.08,1.4
2162,1.4,2.75E+15,50000,116.76,699,43,34111,3.13,1
2163,1,2.75E+15,6000000,111.68,468,1,21510,3.02,1.6
2164,1.6,2.75E+15,6000000,116.17,547,2,9690,3.01,1.2
2165,1.2,2.76E+15,6000000,111.55,564,1,10718,3.02,1.6
2166,1.6,2.76E+15,21000,115.76,933,1,29553,3.08,1
2167,1,2.75E+15,8000000,134.29,2442,1,24052,3.07,4
2168,4,2.73E+15,21000,116.21,2761,2,27414,3.05,2
2169,2,2.74E+15,55000,115.8,4417,1,27511,3.08,1.1
2170,1.1,2.74E+15,55000,115.88,5250,1,11073,3.03,1.1
2171,1.1,2.74E+15,55000,115.88,5584,2,9345,3.02,1.1
2172,1.1,2.74E+15,55000,115.63,5495,3,10611,3.02,1.1
2173,1.1,2.77E+15,68952,115.6,19458,3,8353,3.03,1
2174,1,2.77E+15,55018,115.44,19240,3,9599,3.02,1
2175,1,2.72E+15,78424,115.56,17743,4,14913,3.02,1
2176,1,2.73E+15,78201,109.26,17495,1,6203,3.01,1
2177,1,2.74E+15,250000,114.07,22913,4,6271,3.02,1
2178,1,2.74E+15,1530703,112.26,40890,1,11972,3.07,1.4
2179,1.4,2.76E+15,2250000,116.39,21360,1,22577,3.02,1.11
2180,1.11,2.74E+15,207199,144.79,30102,1,20768,3.06,1
2181,1,2.71E+15,233545,130.08,25562,1,19504,3.06,1
2182,1,2.71E+15,2250000,112.38,24963,1,12230,3.12,1.11
2183,1.11,2.71E+15,256692,118.38,30241,1,5576,3.02,1
2184,1,2.72E+15,250000,114.17,40208,2,18871,3.05,1
2185,1,2.70E+15,256500,130.02,30586,1,18653,3.03,1
2186,1,2.70E+15,1000000,113.95,59082,1,17382,3.02,1
2187,1,2.69E+15,2112112,113.71,36295,1,10476,3.03,1.051
2188,1.051,2.70E+15,1120198,107.12,26858,1,17727,3.01,1
2189,1,2.69E+15,1120198,110.11,26905,1,19595,3.03,1.135
2190,1.135,2.70E+15,2250000,116.39,25998,1,10776,3.01,1.11
2191,1.11,2.70E+15,2250000,112.38,26039,1,8963,3.01,1.11
2192,1.11,2.71E+15,147681,108.9,26432,1,14191,3.04,1
2193,1,2.71E+15,2250000,112.38,26200,1,7780,3.01,1.11
2194,1.11,2.72E+15,2250000,116.39,26261,1,8901,3.03,1.11
2195,1.11,2.72E+15,431878,104.2,29205,1,9011,3.03,1
2196,1,2.70E+15,2112112,113.71,37177,1,25812,3.05,1.051
2197,1.051,2.70E+15,800000,113.81,56308,4,25300,3.06,1
2198,1,2.70E+15,233545,130.08,32648,2,10674,3.03,1
2199,1,2.70E+15,336565,114.71,31072,2,14985,3.03,1
2200,1,2.70E+15,2250000,112.38,27187,1,3091,3.02,1.11
2201,1.11,2.67E+15,56068,113.95,59266,9,34833,3.03,0.8
2202,0.8,2.67E+15,21000,119.05,34383,1,16552,3.11,60
2203,60,2.68E+15,83492,126.53,43739,1,27897,3.08,11.4
2204,11.4,2.69E+15,250000,107.47,43327,1,23356,3.07,1
2205,1,2.67E+15,250000,113.96,46309,2,13144,3.03,1
2206,1,2.68E+15,350000,134.92,50390,2,10404,3.03,1
2207,1,2.68E+15,150000,112.41,40828,1,19236,3.05,1
2208,1,2.69E+15,336565,114.71,44004,1,9024,3.03,1
2209,1,2.69E+15,2112112,113.71,51104,1,7812,3.03,1.051
2210,1.051,2.70E+15,21000,111.11,72547,1,31224,3.11,60
2211,60,2.71E+15,2250000,112.38,41123,1,20341,3.05,1.11
2212,1.11,2.71E+15,2250000,112.38,41290,1,6891,3.02,1.11
2213,1.11,2.71E+15,2250000,112.38,41296,1,2582,3.01,1.11
2214,1.11,2.71E+15,2250000,112.38,41327,1,4903,3.02,1.11
2215,1.11,2.72E+15,2250000,112.38,41499,1,9830,3.02,1.11
2216,1.11,2.72E+15,233833,129.91,48949,3,7491,3.01,1
2217,1,2.72E+15,236820,141.63,41697,1,18900,3.06,1
2218,1,2.71E+15,2250000,108.36,42099,1,8032,3.02,1.11
2219,1.11,2.71E+15,343815,109.91,44339,1,10128,3.03,1
2220,1,2.78E+15,6000000,112.03,20412,1,4716,3.01,1.3
2221,1.3,2.79E+15,343815,134.37,21330,1,23812,3.09,1
2222,1,2.74E+15,983472,106.63,130582,1,12203,3.02,1
