,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
825,1946320000000000.0,8000000,7982553,120.0,10.0
3267,1897250000000000.0,8003887,7988548,100.0,0.1
3974,1929630000000000.0,8000029,7982358,1.0,10.0
8306,1883750000000000.0,7992222,7923893,10.0,20.0
417,1902310000000000.0,8007565,8002616,1.0,1.0
6748,1890020000000000.0,8000029,7996536,100.0,20.0
2082,1958120000000000.0,7992222,7985421,1.0,1.0
3373,1885180000000000.0,8000029,7995725,140.0,100.0
5726,1910950000000000.0,8000029,7990253,1.0,120.0
4107,1928630000000000.0,8000000,7998953,10.0,1.0
4380,1939810000000000.0,7968875,3116677,1.0,10.0
7723,1941020000000000.0,7992222,6517215,10.0,1.0
1066,1931050000000000.0,7999992,7913944,1.0,1.0
3913,1925890000000000.0,8000029,7998975,100.0,1.0
5536,1923210000000000.0,7992222,7970787,1.0,10.0
8002,1885750000000000.0,7986524,7985970,10.0,1.0
5387,1925150000000000.0,8005129,8000545,1.0,10.0
5732,1909070000000000.0,7992185,7913516,1.0,100.0
2738,1994500000000000.0,7999992,7824124,17.6,1.0
5052,1940410000000000.0,7984452,7973880,10.0,100.0
4000,1924910000000000.0,8002427,7984110,10.0,1.0
2427,1982020000000000.0,7976682,2772882,12.1194025,1.0
6833,1897370000000000.0,8003907,8002778,10.0,10.0
1687,1946870000000000.0,7994072,7985903,1.0,0.1
851,1950120000000000.0,8000000,7957519,1.0,1.0
6303,1933210000000000.0,7976682,7955854,10.0,100.0
5878,1917430000000000.0,7971762,7962846,1.0,10.0
2839,1956800000000000.0,7992211,7962863,16.0,1.0
4611,1966410000000000.0,7961068,7942461,1.5,10.0
2489,1989750000000000.0,8000029,7960421,1.0,1.0
6905,1916900000000000.0,8000029,7668292,1.0,10.0
7390,1968860000000000.0,7999918,5546834,1.0,10.0
2849,1957750000000000.0,8003850,7975227,20.0,10.0
6665,1919840000000000.0,8000029,7996603,1.0,20.0
5881,1917430000000000.0,7963954,7856705,15.0,10.0
4452,1943570000000000.0,7992222,7974812,20.0,10.0
7421,1976550000000000.0,8000029,7987289,10.0,100.0
6484,1919010000000000.0,7992222,7976449,1.0,10.0
2479,1985870000000000.0,7999992,2007333,0.1,0.1
6617,1930210000000000.0,7999955,7960356,10.0,100.0
2141,1957130000000000.0,7999988,7997133,20.0,1.0
5188,1929010000000000.0,8007803,7987620,1.0,1.0
2744,1982840000000000.0,7984415,7973892,10.0,20.0
7253,1949780000000000.0,8000000,7999830,104.0,1.0
3506,1897110000000000.0,8000029,2331370,1.0,1.0
1679,1946880000000000.0,7982330,7962784,10.0,15.0
4249,1952230000000000.0,8007799,7996183,0.1,20.0
3147,1941390000000000.0,8002339,7998484,1.0,20.0
8130,1893080000000000.0,7992222,7986025,1.0,15.0
7004,1934730000000000.0,7984452,7026674,0.1,10.0
580,1905040000000000.0,7978532,1872727,1.0,14.25
4070,1921120000000000.0,8000000,7989131,40.0,1.0
3343,1889810000000000.0,7984415,6504623,10.0,1.0
7404,1974630000000000.0,7992185,7974935,10.0,10.0
3672,1890570000000000.0,7985470,7980094,0.1,20.0
559,1903190000000000.0,8000029,4195037,0.1,11.90625
5237,1911160000000000.0,8011671,8001767,100.0,1.0
7805,1925870000000000.0,8000029,7985818,23.0,104.0
512,1903200000000000.0,8000000,7997968,1.0,1.0
1081,1931980000000000.0,8000029,7985448,1.0,10.0
1664,1939290000000000.0,7992211,7971819,0.1,10.0
1931,1930660000000000.0,7993554,7975126,20.0,10.0
8581,1864400000000000.0,8002303,7991151,10.0,10.0
1150,1919720000000000.0,8003828,7985821,10.0,10.0
2838,1955840000000000.0,7984415,2247924,1.0,1.0
5949,1911780000000000.0,8000029,7960756,10.0,10.0
8308,1881910000000000.0,8000029,5181463,100.0,10.0
5177,1923370000000000.0,8000029,7988579,20.0,10.0
830,1944420000000000.0,8000029,7980789,10.0,1.0
8311,1880070000000000.0,7992222,7972324,20.0,1.0
4752,1966330000000000.0,7996021,7985046,10.0,1.0
8631,1874420000000000.0,8000029,3369303,10.0,10.0
635,1905020000000000.0,7999955,7984034,120.0,1.0
4465,1953080000000000.0,8000000,7981221,20.0,10.0
6799,1897390000000000.0,8000048,7995641,1.0,1.0
7987,1884840000000000.0,7996137,7982237,1.0,10.0
7079,1930930000000000.0,7999955,7333059,10.0,10.0
6966,1924380000000000.0,8003869,7984860,1.0,10.0
4142,1927670000000000.0,8008068,8007646,10.0,1.0
7027,1929060000000000.0,7999988,7895047,10.0,1.0
876,1943450000000000.0,7995524,7979869,0.1,10.0
4869,1948090000000000.0,7999992,7979709,20.0,10.0
5315,1916740000000000.0,7984452,7981408,100.0,10.0
5222,1916780000000000.0,8007762,7997521,10.0,10.0
4,1899760000000000.0,8000029,6636734,1.0,1.0
3051,1946200000000000.0,7992222,7981582,1.0,100.0
5691,1920320000000000.0,7984452,7975983,1.0,1.0
3124,1943310000000000.0,7999992,5976133,10.0,1.0
2491,1989750000000000.0,7999992,7097570,1.0,1.0
3854,1912790000000000.0,8000029,4976172,1.0,10.0
4777,1965360000000000.0,7999992,7972857,10.0,1.0
7509,1991050000000000.0,7984452,7965499,10.0,1.0
6457,1917140000000000.0,7980604,7964636,100.0,1.0
6293,1934160000000000.0,7992222,552933,1.0,10.0
1148,1918790000000000.0,8000029,7991624,21.0,135.0
574,1902250000000000.0,8000029,7990823,1.0,0.1
3769,1884070000000000.0,7989410,2060926,10.0,1.0
4146,1927660000000000.0,7992222,4891463,10.0,20.0
853,1946310000000000.0,8000607,7995313,10.0,1.0
5919,1918350000000000.0,7992222,7902521,10.0,20.0
6614,1927380000000000.0,7992185,7987446,1.0,1.0
6002,1913620000000000.0,8003896,7997708,1.0,10.0
4495,1963590000000000.0,7992222,7382142,10.0,10.0
8173,1890280000000000.0,7988337,7976873,20.0,20.0
6655,1923600000000000.0,7992248,7990707,100.0,10.0
2368,1988830000000000.0,8000029,7960192,1.0,10.0
4780,1964390000000000.0,8000029,7659684,20.0,10.0
7992,1883910000000000.0,8000029,7984698,10.0,10.0
2950,1954820000000000.0,7992222,3976389,1.0,1.0
5625,1922220000000000.0,8000029,7979775,10.0,1.0
6971,1920620000000000.0,7992222,7924017,1.0,10.0
1841,1933540000000000.0,8000029,7960380,1.0,1.0
5986,1913630000000000.0,7992222,7972402,1.0,10.0
537,1903200000000000.0,7992222,3653775,10.0,10.0
2806,1953940000000000.0,8000029,7998090,1.0,1.0
5801,1910920000000000.0,7984415,7970893,10.0,10.0
5596,1918480000000000.0,7992222,7955727,100.0,10.0
7206,1950760000000000.0,8000029,7928680,20.0,10.0
7343,1956410000000000.0,7980567,4907287,10.0,10.0
7560,1987140000000000.0,7984452,7934669,10.0,1.0
8096,1883870000000000.0,7994331,6695316,100.0,10.0
784,1931190000000000.0,8000029,2575141,1.0,10.0
1409,1948900000000000.0,8003932,7991950,10.0,120.0
154,1903390000000000.0,8000029,7995734,1.0,1.0
7806,1926810000000000.0,8000029,7993163,100.0,23.0
3009,1947180000000000.0,8000029,7990210,1.0,100.0
1686,1947830000000000.0,8001848,7971060,0.1,1.0
4014,1927730000000000.0,7996098,7985126,1.0,10.0
7455,1982330000000000.0,7984452,6422834,10.0,10.0
3863,1915590000000000.0,8000029,7983250,1.0,20.0
2733,1992550000000000.0,7999992,7987410,0.1,1.0
1895,1931620000000000.0,7992248,7983252,100.0,10.0
5442,1927010000000000.0,8000029,7999391,10.0,104.0
569,1903190000000000.0,7996070,7978540,1.0,1.0
6709,1913270000000000.0,7988374,7975143,1.0,100.0
5854,1904370000000000.0,7976682,7967480,100.0,10.0
1816,1942070000000000.0,7989234,7972955,100.0,10.0
8319,1883740000000000.0,8000029,7935679,1.0,100.0
3394,1899040000000000.0,8000029,5047298,1.0,1.0
3327,1890740000000000.0,7984452,5838496,20.0,1.0
8866,1895440000000000.0,7988374,7982857,20.0,20.0
6102,1920130000000000.0,8003883,7994513,140.0,10.0
2975,1944340000000000.0,8003894,7973967,1.0,10.0
980,1950070000000000.0,7995626,7950403,100.0,10.0
190,1903360000000000.0,8000029,915951,1.0,10.0
5088,1933770000000000.0,7996144,7988745,20.0,10.0
699,1923690000000000.0,8000796,1667880,10.0,1.0
8665,1882670000000000.0,8006064,8000448,1.0,1.0
606,1905960000000000.0,7999918,7991686,21.0,1.0
301,1912630000000000.0,8007128,7968233,1.0,10.0
3420,1905530000000000.0,7992222,7988834,10.0,1.0
8705,1878970000000000.0,8000029,4062551,10.0,1.0
1060,1931050000000000.0,8007810,7994964,21.0,10.0
3444,1896230000000000.0,7972834,7960501,20.0,140.0
1069,1933880000000000.0,8000029,7945913,1.0,1.0
2205,1974390000000000.0,7992222,3174603,1.0,1.0
7339,1953550000000000.0,7980567,7905160,120.0,1.0
8208,1896740000000000.0,7984470,7965888,10.0,10.0
7679,1943880000000000.0,8000029,7981473,1.0,1.0
4642,1965440000000000.0,7988337,7961041,1.0,1.0
7683,1945780000000000.0,8000029,7710077,1.0,10.0
7996,1882990000000000.0,8000029,6745064,10.0,1.0
5600,1921300000000000.0,8000029,7926254,1.0,20.0
7022,1926240000000000.0,8000029,7982688,1.0,10.0
4893,1932910000000000.0,7988337,7978529,1.0,100.0
225,1902420000000000.0,8000029,7993520,120.0,21.0
3354,1887040000000000.0,7984452,7950192,10.0,10.0
5895,1916480000000000.0,8003876,7983295,100.0,1.0
3436,1900870000000000.0,7972797,7968901,10.0,150.0
1693,1951630000000000.0,8003620,7985152,0.1,10.0
6893,1912230000000000.0,7988337,7966618,10.0,18.0
1045,1932950000000000.0,8000029,7901601,10.0,10.0
3446,1894380000000000.0,7972834,7966384,10.0,1.0
8050,1875620000000000.0,7996144,7976321,20.0,10.0
8865,1894520000000000.0,8003929,7988751,20.0,20.0
4735,1965370000000000.0,7961105,7912209,1.0,1.0
4496,1963590000000000.0,7999992,4504751,1.0,10.0
1218,1926270000000000.0,8000029,6741830,21.0,20.0
6015,1921110000000000.0,7976608,5097902,1.0,1.0
3987,1926800000000000.0,7999992,7983160,100.0,10.0
4911,1938580000000000.0,7999992,7988964,1.0,10.0
4493,1961680000000000.0,7992222,1924106,1.0,10.0
6944,1919700000000000.0,7992148,7978674,10.0,0.1
5699,1914690000000000.0,8000029,7980574,20.0,100.0
8352,1882810000000000.0,8000029,6454586,1.0,1.0
956,1957710000000000.0,8000029,7588209,10.0,1.0
2869,1954870000000000.0,8000029,7999324,1.0,10.0
4433,1942630000000000.0,8000029,5488956,10.0,20.0
4973,1937600000000000.0,7995922,7981289,20.0,1.0
2961,1956730000000000.0,8000029,7995854,1.0,1.0
2200,1972460000000000.0,7992222,5490502,10.0,10.0
98,1903440000000000.0,7992222,7982758,10.0,10.0
8747,1892770000000000.0,8000029,6777435,10.0,1.0
2557,1995560000000000.0,7992222,2945263,1.0,12.0
8445,1876340000000000.0,8000029,7980965,10.0,100.0
4199,1939910000000000.0,7999877,7986094,14.0,10.0
5539,1924150000000000.0,7984452,7966884,10.0,10.0
1648,1938350000000000.0,8000029,1166672,1.0,1.0
6197,1939880000000000.0,8003907,7991981,120.0,0.01
6295,1936050000000000.0,8003894,7990846,1.0,10.0
4499,1965510000000000.0,7984452,7978718,1.0,1.0
1154,1920660000000000.0,8000000,7982550,10.0,21.0
2255,1995690000000000.0,7981233,7852601,10.0,0.1
3170,1942340000000000.0,8000029,4436541,1.0,1.0
7400,1971740000000000.0,7992222,4308945,10.0,1.0
7158,1945090000000000.0,7992185,7946724,10.0,10.0
3108,1950930000000000.0,7992222,7968799,1.0,10.0
4548,1965480000000000.0,8000029,897605,20.0,1.0
5423,1930790000000000.0,8000029,724149,19.0,1.0
2049,1960060000000000.0,8000000,7980225,15.0,1.0
8698,1879890000000000.0,8000029,7911727,10.0,20.0
262,1913580000000000.0,8000000,7948900,10.0,10.0
4061,1924880000000000.0,7992148,7987810,1.0,10.0
5534,1923210000000000.0,8000029,7997015,10.0,20.0
6616,1928320000000000.0,7992185,7989639,100.0,1.0
8120,1891240000000000.0,7992222,7978419,12.0,10.0
8155,1882910000000000.0,8000029,7998312,44.01,100.0
1802,1953500000000000.0,7988559,1627961,1.0,10.0
4736,1965370000000000.0,7953335,7925215,10.0,1.0
2385,1985910000000000.0,7968912,1419090,10.0,10.0
6694,1917950000000000.0,8000029,7939526,10.0,10.0
5759,1915600000000000.0,7992222,7287091,10.0,1.0
1959,1942940000000000.0,8003891,7996072,1.0,10.0
2976,1944340000000000.0,8000029,7334252,10.0,1.0
8680,1885420000000000.0,7990705,5699299,10.0,20.0
1843,1935430000000000.0,7984452,3463154,1.0,0.1
1734,1952570000000000.0,8000029,7971841,10.0,120.0
2911,1948170000000000.0,8003895,7992204,1.0,1.0
8338,1878220000000000.0,8007761,8006946,10.0,10.0
1986,1942930000000000.0,8002440,7992764,1.0,10.0
6546,1923660000000000.0,8000029,7980138,140.0,20.0
7098,1926200000000000.0,7976682,7942180,10.0,20.0
2811,1956810000000000.0,7992222,7822483,10.0,20.0
659,1910600000000000.0,7992185,6574856,10.0,10.0
2511,1990710000000000.0,7992259,5097384,0.1,10.0
4282,1937960000000000.0,8000029,7981042,10.0,0.001
6287,1929440000000000.0,8000029,7987442,10.0,1.0
1930,1929710000000000.0,8001341,2781025,10.0,10.0
7125,1929020000000000.0,7976682,7952440,10.0,10.0
197,1894090000000000.0,7984470,7931304,10.0,20.0
7777,1933420000000000.0,8000029,2533953,1.0,10.0
2931,1952930000000000.0,8000029,7993854,1.0,10.0
8004,1886670000000000.0,8000029,5576966,10.0,10.0
2327,2001520000000000.0,7992222,5653012,1.0,1.0
4389,1943600000000000.0,8000029,7441735,1.0,1.0
4218,1940840000000000.0,7992259,7983093,100.0,1.0
202,1895010000000000.0,8000029,1213491,1.0,1.0
3510,1898040000000000.0,8000029,3347006,10.0,1.0
4931,1939520000000000.0,8000000,7983739,40.0,10.0
5535,1923210000000000.0,8000029,7985952,10.0,10.0
5791,1915590000000000.0,8000029,7987876,120.0,10.0
1707,1959270000000000.0,8000000,630206,21.0,11.90625
5172,1921500000000000.0,8003914,7995090,1.0,1.0
5249,1915830000000000.0,8000000,7986607,10.0,10.0
6528,1923660000000000.0,8000000,7979294,0.1,40.0
8746,1892770000000000.0,8000029,6219506,1.0,1.0
5855,1906230000000000.0,7984470,2220152,10.0,100.0
8164,1886590000000000.0,8003907,7943273,1.0,21.0
854,1946310000000000.0,8004506,7987267,21.0,10.0
4737,1967290000000000.0,7961068,2570633,10.0,10.0
698,1922750000000000.0,8000029,5856274,1.0,1.0
3696,1893330000000000.0,7992248,7973099,10.0,10.0
1636,1938350000000000.0,7992840,7969170,10.0,10.0
7280,1955490000000000.0,8011708,8000139,104.0,20.0
7554,1989090000000000.0,8000000,7977789,1.0,0.1
3581,1885980000000000.0,8000029,7997671,10.0,10.0
1291,1941360000000000.0,7992222,757027,10.0,17.5
6585,1921760000000000.0,8000029,7989395,10.0,104.0
1853,1943000000000000.0,7994101,7981981,1.0,10.0
5232,1915850000000000.0,8000029,7168221,1.0,10.0
3763,1885000000000000.0,8000029,6111776,1.0,1.0
3304,1892600000000000.0,8000029,7987747,10.0,100.0
1495,1944110000000000.0,8000029,4155431,10.0,10.0
7994,1883910000000000.0,7999992,7996117,1.0,120.0
1998,1939130000000000.0,7980567,7971956,10.0,10.0
663,1911530000000000.0,8003842,7998678,10.0,1.0
3748,1879490000000000.0,7984896,7966349,16.0,100.0
4413,1938850000000000.0,8000000,7787827,10.0,10.0
5530,1924150000000000.0,7984452,7977963,1.0,15.0
5575,1926940000000000.0,7992148,7990510,10.0,1.0
7526,1989100000000000.0,8000029,7980495,1.0,1.0
5864,1910890000000000.0,7992222,3176857,1.0,1.0
6776,1902970000000000.0,8000029,7487449,20.0,10.0
1306,1943250000000000.0,7992222,7986742,1.0,10.0
7392,1969820000000000.0,8000029,7955222,1.0,10.1
5592,1923180000000000.0,7984415,7982591,10.0,10.0
1663,1941190000000000.0,7984415,7972094,10.0,10.0
5450,1930770000000000.0,7988300,1002070,10.0,1.0
3627,1893350000000000.0,7999992,7998064,1.0,10.0
2693,1994520000000000.0,8005019,7990390,10.0,10.0
5915,1915540000000000.0,8000000,7996992,10.0,100.0
3157,1945190000000000.0,8000029,5799461,1.0,10.0
6668,1919840000000000.0,8003910,7994522,1.0,10.0
1059,1931050000000000.0,8003928,7985487,10.0,10.0
4636,1963520000000000.0,8000029,7996719,1.0,1.0
3242,1912150000000000.0,8000029,2677454,20.0,10.0
1678,1946880000000000.0,7984452,3873956,15.0,10.0
6892,1911300000000000.0,7996120,7980327,18.0,100.0
6374,1919990000000000.0,7996070,7993125,1.0,1.0
7574,1981320000000000.0,8000029,7980875,104.0,1.0
1757,1946840000000000.0,7988263,4627773,20.0,10.0
6019,1922980000000000.0,7961068,7764437,1.0,10.0
5116,1929040000000000.0,8000029,7996935,1.0,13.4
8755,1879850000000000.0,8000029,4097174,20.0,10.0
7408,1976560000000000.0,7992222,7986737,0.1,10.0
2790,1958730000000000.0,8000029,7989016,1.0,40.0
863,1945360000000000.0,7964990,4862872,20.0,10.0
7858,1914590000000000.0,8000029,7984691,1.0,11.125
1484,1940320000000000.0,7992222,7984367,10.0,1.0
7035,1929060000000000.0,8000029,7898994,10.0,1.0
7721,1940070000000000.0,7992248,7980776,0.1,10.0
5977,1918310000000000.0,8000029,6757317,10.0,20.0
5134,1926210000000000.0,8000000,7998530,10.0,20.0
206,1895930000000000.0,7992222,6906122,0.1,1.0
4488,1958810000000000.0,8007793,7974670,1.0,1.0
6938,1921570000000000.0,7968875,7968752,1.0,0.1
6910,1917840000000000.0,8000029,7983202,10.0,1.0
502,1900420000000000.0,7996144,7987176,1.0,1.0
7385,1967900000000000.0,7992211,7980338,1.0,1.0
1028,1936740000000000.0,7965027,1797864,0.1,1.0
3840,1905330000000000.0,8011691,8009763,1.0,1.0
8110,1887550000000000.0,8000029,7994091,10.0,1.0
5056,1941350000000000.0,7980567,7967989,10.0,10.0
8154,1881990000000000.0,8003907,7999475,100.0,20.0
2731,1995480000000000.0,8000029,7954466,1.0,1.0
2454,1987820000000000.0,8003524,7984272,1.0,1.0
7215,1952670000000000.0,8000029,7990722,20.0,1.0
3104,1955700000000000.0,8000029,7995479,100.0,1.0
8392,1882800000000000.0,8000029,4020644,10.0,1.0
6278,1924740000000000.0,8000029,7995340,1.0,1.0
3099,1959530000000000.0,7992222,7987558,100.0,10.0
6184,1933270000000000.0,7992222,1655595,10.0,1.0
3561,1893390000000000.0,7968875,7958299,10.0,1.0
5892,1916490000000000.0,7984452,7979134,1.0,10.0
391,1908840000000000.0,8003749,7956894,10.0,1.0
6736,1900210000000000.0,8003919,7960404,1.0,10.0
5618,1921290000000000.0,7976719,2661582,1.0,1.0
5258,1917700000000000.0,8003927,7994673,10.0,20.0
2695,1994520000000000.0,8000029,4621182,13.46875,1.0
2027,1955290000000000.0,8000000,7996830,1.0,10.0
5463,1924180000000000.0,7992222,7325225,1.0,1.0
2568,2002390000000000.0,7992222,4990238,1.0,1.0
8006,1888520000000000.0,8004294,7983569,20.0,10.0
64,1901590000000000.0,7992222,7981184,1.0,10.0
2062,1961010000000000.0,8000029,7979040,1.0,11.0001
5276,1915820000000000.0,7999992,7980933,10.0,1.0
7208,1952670000000000.0,8007603,7992451,20.0,10.0
8684,1888180000000000.0,8000000,7991101,10.0,20.0
8571,1867140000000000.0,7976682,5892468,1.0,1.0
6331,1920960000000000.0,7993591,7972827,100.0,100.0
4859,1953810000000000.0,8006167,7992974,10.0,20.0
4887,1935750000000000.0,7992222,7991147,100.0,100.0
878,1945350000000000.0,8003908,7970766,10.0,120.0
8529,1866250000000000.0,8000029,6098036,1.0,1.0
7916,1898730000000000.0,8007740,7999390,100.0,10.0
6863,1910380000000000.0,8000029,1173183,1.0,1.0
7892,1907110000000000.0,7968912,7960137,10.0,10.0
6439,1917150000000000.0,7984452,7984405,10.0,1.0
7869,1909920000000000.0,8000029,1962727,1.0,104.0
1016,1937690000000000.0,7968912,7953811,100.0,40.0
7629,1972600000000000.0,8007627,8005483,1.0,1.0
995,1944330000000000.0,7999992,1733524,10.0,1.0
4297,1938900000000000.0,7995996,7966944,140.0,10.0
161,1905250000000000.0,8000029,1830631,10.0,10.0
5675,1920330000000000.0,8003921,7998218,1.0,1.0
6873,1915050000000000.0,8000000,7981117,10.0,10.0
7989,1885760000000000.0,8003906,7983213,1.0,100.0
3843,1907190000000000.0,8001731,7988021,10.0,1.0
1021,1933900000000000.0,7957286,7945989,1.0,13.62985062
3073,1951900000000000.0,8000029,7970610,1.0,1.0
7555,1989090000000000.0,8000029,6015680,1.0,1.0
3943,1932470000000000.0,8000029,3884646,10.0,15.0
1585,1940280000000000.0,7984470,7934629,10.0,10.0
3152,1943290000000000.0,7994553,7993663,40.0,20.0
8226,1904150000000000.0,7999992,6708835,10.0,10.0
775,1930250000000000.0,8000029,3208431,1.0,10.0
7099,1927140000000000.0,7980528,7974461,10.0,10.0
5486,1926990000000000.0,8000029,7985389,1.0,100.0
6235,1934180000000000.0,8003900,7946707,1.0,10.0
7041,1930940000000000.0,7999992,7920781,10.0,20.0
2612,2001390000000000.0,7983305,5888773,20.0,100.0
7513,1990070000000000.0,8000029,7288340,10.0,10.0
8433,1880010000000000.0,7996144,7992570,20.0,1.0
8792,1881660000000000.0,7992248,7991975,1.0,1.0
5393,1926090000000000.0,8000029,4152422,10.0,1.0
8838,1892690000000000.0,8000029,6175817,2.0,10.0
3890,1920260000000000.0,8000000,3983321,10.0,1.0
3556,1895240000000000.0,7992185,7980593,1.0,17.009091
1528,1931780000000000.0,8003930,2366030,1.0,100.0
1267,1930030000000000.0,8000029,1648440,1.0,135.0
7734,1938170000000000.0,8000029,6968445,1.0,1.0
1899,1931610000000000.0,8000029,7922238,10.0,49.0
4658,1961600000000000.0,7988337,7987653,1.0,0.1
3005,1949080000000000.0,7988322,7956430,1.0,10.0
2734,1994500000000000.0,8000029,5950479,10.0,0.1
189,1901510000000000.0,7999992,5054993,10.0,1.0
2747,1975100000000000.0,7976645,7972202,10.0,10.0
2047,1959100000000000.0,8003768,7814643,1.0,1.0
7849,1914600000000000.0,8001431,7990643,1.0,1.0
2558,1995560000000000.0,8000000,7968593,10.0,1.0
8666,1881750000000000.0,8000029,5661353,1.0,1.0
6396,1922790000000000.0,8000029,7985813,10.0,10.0
3385,1892560000000000.0,7998660,7908987,10.0,1.0
4555,1960680000000000.0,8000029,7984922,20.0,20.0
1184,1920650000000000.0,7984452,7905421,21.0,147.0
6420,1914350000000000.0,7996144,808742,10.0,1.0
5051,1942300000000000.0,7976682,7912052,100.0,1.0
5311,1914870000000000.0,8000029,7981055,20.0,1.0
2433,1984920000000000.0,7949672,7940144,10.0,1.0
6949,1921570000000000.0,7999992,7544112,100.0,1.0
769,1926480000000000.0,8000029,3394911,10.0,1.0
1685,1945930000000000.0,7997957,7987288,1.0,10.0
